,online_order,book_table,rate,votes,rest_type,cost,type,city
2434,No,No,5,0,Casual Dining,400,Dine-out,Bannerghatta Road
2435,Yes,No,4,12,Quick Bites,300,Dine-out,Bannerghatta Road
2436,Yes,No,3,34,Quick Bites,500,Dine-out,Bannerghatta Road
2437,No,No,3,76,Quick Bites,500,Dine-out,Bannerghatta Road
2438,No,No,3,75,Quick Bites,400,Dine-out,Bannerghatta Road
2439,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
2440,No,No,3,7,Quick Bites,200,Dine-out,Bannerghatta Road
2441,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
2442,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
2443,Yes,No,4,31,Quick Bites,300,Dine-out,Bannerghatta Road
2444,Yes,No,4,26,Quick Bites,100,Dine-out,Bannerghatta Road
2445,Yes,No,3,126,Quick Bites,300,Dine-out,Bannerghatta Road
2446,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
2447,No,No,5,0,Quick Bites,500,Dine-out,Bannerghatta Road
2448,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
2449,No,No,5,0,Quick Bites,150,Dine-out,Bannerghatta Road
2450,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
2451,Yes,No,3,6,Quick Bites,400,Dine-out,Bannerghatta Road
2452,Yes,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
2453,Yes,No,3,6,Quick Bites,500,Dine-out,Bannerghatta Road
2454,Yes,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
2455,Yes,No,4,207,Quick Bites,300,Dine-out,Bannerghatta Road
2456,Yes,No,3,45,Quick Bites,300,Dine-out,Bannerghatta Road
2457,No,No,4,24,Quick Bites,400,Dine-out,Bannerghatta Road
2458,Yes,No,4,269,Other Rest Type,600,Dine-out,Bannerghatta Road
2459,Yes,No,4,435,Casual Dining,650,Dine-out,Bannerghatta Road
2460,Yes,No,3,255,Quick Bites,250,Dine-out,Bannerghatta Road
2461,No,No,5,0,Quick Bites,100,Dine-out,Bannerghatta Road
2462,No,Yes,5,0,Other Rest Type,1500,Drinks & nightlife,Bannerghatta Road
2463,No,Yes,5,0,Other Rest Type,1400,Drinks & nightlife,Bannerghatta Road
2464,Yes,Yes,4,2488,Pub,900,Drinks & nightlife,Bannerghatta Road
2465,Yes,Yes,4,2237,"Casual Dining, Bar",1200,Drinks & nightlife,Bannerghatta Road
2466,Yes,Yes,4,1337,Lounge,1700,Drinks & nightlife,Bannerghatta Road
2467,Yes,Yes,4,681,Casual Dining,800,Drinks & nightlife,Bannerghatta Road
2468,No,No,4,25,Lounge,1600,Drinks & nightlife,Bannerghatta Road
2469,No,No,5,2781,"Casual Dining, Bar",1200,Drinks & nightlife,Bannerghatta Road
2470,Yes,Yes,4,4312,Other Rest Type,1600,Drinks & nightlife,Bannerghatta Road
2471,No,Yes,4,1763,Bar,1300,Drinks & nightlife,Bannerghatta Road
2472,Yes,Yes,4,585,"Casual Dining, Bar",1200,Drinks & nightlife,Bannerghatta Road
2473,No,Yes,4,1187,Other Rest Type,1200,Drinks & nightlife,Bannerghatta Road
2474,Yes,Yes,4,1010,Other Rest Type,1300,Drinks & nightlife,Bannerghatta Road
2475,Yes,Yes,4,842,"Casual Dining, Bar",1100,Drinks & nightlife,Bannerghatta Road
2476,No,No,3,97,"Casual Dining, Bar",1100,Drinks & nightlife,Bannerghatta Road
2477,No,No,3,56,Lounge,1200,Drinks & nightlife,Bannerghatta Road
2478,Yes,No,5,0,Quick Bites,150,Drinks & nightlife,Bannerghatta Road
2479,Yes,Yes,4,612,"Casual Dining, Bar",1500,Drinks & nightlife,Bannerghatta Road
2480,Yes,Yes,4,2022,Casual Dining,1000,Buffet,Basavanagudi
2481,No,Yes,5,0,Casual Dining,700,Buffet,Basavanagudi
2482,No,No,4,166,Casual Dining,600,Buffet,Basavanagudi
2483,Yes,No,4,286,Casual Dining,600,Buffet,Basavanagudi
2484,No,Yes,4,21,Casual Dining,800,Buffet,Basavanagudi
2485,No,Yes,4,2303,Casual Dining,950,Buffet,Basavanagudi
2486,Yes,Yes,4,2339,Casual Dining,1500,Buffet,Basavanagudi
2487,Yes,No,4,4884,Casual Dining,750,Buffet,Basavanagudi
2488,Yes,Yes,4,775,Casual Dining,800,Buffet,Basavanagudi
2489,Yes,No,4,14,Casual Dining,600,Buffet,Basavanagudi
2490,Yes,No,4,918,Other Rest Type,800,Buffet,Basavanagudi
2491,Yes,No,4,74,Casual Dining,1000,Buffet,Basavanagudi
2492,Yes,No,4,139,Casual Dining,550,Buffet,Basavanagudi
2493,No,Yes,4,176,Casual Dining,1350,Buffet,Basavanagudi
2494,Yes,Yes,4,584,Casual Dining,1200,Buffet,Basavanagudi
2495,No,Yes,4,633,Other Rest Type,800,Cafes,Basavanagudi
2496,No,Yes,4,102,Cafe,800,Cafes,Basavanagudi
2497,Yes,Yes,5,1755,"Casual Dining, Cafe",600,Cafes,Basavanagudi
2498,Yes,No,4,240,Cafe,700,Cafes,Basavanagudi
2499,No,No,4,148,"Casual Dining, Cafe",550,Cafes,Basavanagudi
2500,Yes,No,4,219,Cafe,600,Cafes,Basavanagudi
2501,Yes,No,4,216,Cafe,500,Cafes,Basavanagudi
2502,Yes,No,4,514,Cafe,600,Cafes,Basavanagudi
2503,Yes,No,3,58,Cafe,400,Cafes,Basavanagudi
2504,Yes,No,3,30,Cafe,900,Cafes,Basavanagudi
2505,Yes,Yes,4,1252,"Casual Dining, Cafe",800,Cafes,Basavanagudi
2506,No,No,4,704,Cafe,500,Cafes,Basavanagudi
2507,Yes,No,4,796,Cafe,400,Cafes,Basavanagudi
2508,No,Yes,4,731,Cafe,800,Cafes,Basavanagudi
2509,No,Yes,5,0,Cafe,800,Cafes,Basavanagudi
2510,No,No,4,223,Cafe,800,Cafes,Basavanagudi
2511,No,No,4,707,Cafe,850,Cafes,Basavanagudi
2512,Yes,No,4,261,Cafe,700,Cafes,Basavanagudi
2513,Yes,Yes,4,150,Cafe,600,Cafes,Basavanagudi
2514,Yes,Yes,4,1901,Cafe,800,Cafes,Basavanagudi
2515,Yes,No,4,324,Cafe,700,Cafes,Basavanagudi
2516,Yes,No,5,228,Cafe,400,Cafes,Basavanagudi
2517,Yes,No,4,504,Cafe,550,Cafes,Basavanagudi
2518,Yes,No,4,130,Cafe,650,Cafes,Basavanagudi
2519,No,No,4,108,Cafe,700,Cafes,Basavanagudi
2520,Yes,No,4,918,Other Rest Type,800,Cafes,Basavanagudi
2521,Yes,No,4,90,Cafe,650,Cafes,Basavanagudi
2522,No,No,4,20,Cafe,400,Cafes,Basavanagudi
2523,Yes,No,5,0,Cafe,700,Cafes,Basavanagudi
2524,Yes,No,4,144,Cafe,700,Cafes,Basavanagudi
2525,No,No,4,46,Cafe,400,Cafes,Basavanagudi
2526,No,No,4,16,Quick Bites,200,Cafes,Basavanagudi
2527,No,No,4,62,Cafe,150,Cafes,Basavanagudi
2528,Yes,Yes,4,291,Cafe,650,Cafes,Basavanagudi
2529,No,No,3,59,Other Rest Type,550,Cafes,Basavanagudi
2530,Yes,No,4,75,Other Rest Type,200,Cafes,Basavanagudi
2531,Yes,No,3,62,Other Rest Type,650,Cafes,Basavanagudi
2532,No,No,3,13,Cafe,550,Cafes,Basavanagudi
2533,Yes,No,4,50,Cafe,550,Cafes,Basavanagudi
2534,Yes,No,3,157,Cafe,450,Cafes,Basavanagudi
2535,No,No,3,8,Cafe,500,Cafes,Basavanagudi
2536,No,No,5,0,Cafe,300,Cafes,Basavanagudi
2537,No,No,3,4,Cafe,500,Cafes,Basavanagudi
2538,No,No,3,4,Other Rest Type,400,Cafes,Basavanagudi
2539,Yes,No,3,13,Cafe,400,Cafes,Basavanagudi
2540,No,No,4,168,Cafe,400,Cafes,Basavanagudi
2541,Yes,No,3,12,"Takeaway, Delivery",300,Delivery,Basavanagudi
2542,Yes,No,5,143,Delivery,500,Delivery,Basavanagudi
2543,Yes,No,4,627,Delivery,450,Delivery,Basavanagudi
2544,Yes,No,3,129,Quick Bites,200,Delivery,Basavanagudi
2545,Yes,No,4,414,Quick Bites,500,Delivery,Basavanagudi
2546,Yes,No,4,95,Other Rest Type,400,Delivery,Basavanagudi
2547,Yes,No,4,4884,Casual Dining,750,Delivery,Basavanagudi
2548,Yes,No,4,771,Casual Dining,450,Delivery,Basavanagudi
2549,Yes,No,4,64,Quick Bites,500,Delivery,Basavanagudi
2550,Yes,No,4,233,Quick Bites,200,Delivery,Basavanagudi
2551,Yes,No,4,505,Quick Bites,450,Delivery,Basavanagudi
2552,Yes,No,4,201,Quick Bites,300,Delivery,Basavanagudi
2553,Yes,No,4,774,Casual Dining,800,Delivery,Basavanagudi
2554,Yes,No,4,125,Quick Bites,250,Delivery,Basavanagudi
2555,Yes,No,4,38,Quick Bites,200,Delivery,Basavanagudi
2556,Yes,No,4,540,Casual Dining,650,Delivery,Basavanagudi
2557,Yes,No,4,176,Quick Bites,600,Delivery,Basavanagudi
2558,Yes,No,4,23,Quick Bites,150,Delivery,Basavanagudi
2559,Yes,No,4,296,Quick Bites,200,Delivery,Basavanagudi
2560,Yes,No,4,91,"Takeaway, Delivery",500,Delivery,Basavanagudi
2561,Yes,No,4,133,Quick Bites,200,Delivery,Basavanagudi
2562,Yes,Yes,4,354,Casual Dining,800,Delivery,Basavanagudi
2563,Yes,No,4,518,Casual Dining,400,Delivery,Basavanagudi
2564,Yes,No,4,792,Quick Bites,300,Delivery,Basavanagudi
2565,Yes,No,4,58,Quick Bites,150,Delivery,Basavanagudi
2566,Yes,No,4,47,Quick Bites,200,Delivery,Basavanagudi
2567,Yes,No,3,71,Quick Bites,600,Delivery,Basavanagudi
2568,Yes,No,4,504,Cafe,550,Delivery,Basavanagudi
2569,Yes,No,4,1720,Quick Bites,400,Delivery,Basavanagudi
2570,Yes,No,4,107,Beverage Shop,150,Delivery,Basavanagudi
2571,Yes,No,4,55,Quick Bites,300,Delivery,Basavanagudi
2572,Yes,No,3,395,Quick Bites,300,Delivery,Basavanagudi
2573,Yes,No,4,78,Quick Bites,100,Delivery,Basavanagudi
2574,Yes,No,4,332,Quick Bites,300,Delivery,Basavanagudi
2575,Yes,No,4,1975,Casual Dining,800,Delivery,Basavanagudi
2576,Yes,No,4,618,Casual Dining,750,Delivery,Basavanagudi
2577,Yes,No,3,261,Casual Dining,500,Delivery,Basavanagudi
2578,Yes,No,4,253,Dessert Parlor,300,Delivery,Basavanagudi
2579,Yes,No,4,58,Quick Bites,300,Delivery,Basavanagudi
2580,Yes,No,3,22,Quick Bites,200,Delivery,Basavanagudi
2581,Yes,No,4,50,Quick Bites,400,Delivery,Basavanagudi
2582,Yes,No,4,750,Casual Dining,500,Delivery,Basavanagudi
2583,Yes,No,4,259,Quick Bites,300,Delivery,Basavanagudi
2584,Yes,Yes,5,2556,"Casual Dining, Cafe",600,Delivery,Basavanagudi
2585,Yes,No,4,34,Quick Bites,100,Delivery,Basavanagudi
2586,Yes,No,4,210,Other Rest Type,400,Delivery,Basavanagudi
2587,Yes,No,4,71,Dessert Parlor,400,Delivery,Basavanagudi
2588,Yes,No,4,230,Delivery,650,Delivery,Basavanagudi
2589,Yes,No,4,94,Quick Bites,250,Delivery,Basavanagudi
2590,Yes,No,4,444,Quick Bites,100,Delivery,Basavanagudi
2591,Yes,No,4,630,Quick Bites,200,Delivery,Basavanagudi
2592,Yes,Yes,4,175,Casual Dining,500,Delivery,Basavanagudi
2593,Yes,No,4,57,Quick Bites,200,Delivery,Basavanagudi
2594,Yes,No,4,441,Quick Bites,400,Delivery,Basavanagudi
2595,Yes,No,4,104,Quick Bites,300,Delivery,Basavanagudi
2596,Yes,Yes,4,2723,Casual Dining,800,Delivery,Basavanagudi
2597,Yes,No,4,693,Casual Dining,750,Delivery,Basavanagudi
2598,Yes,No,4,66,Quick Bites,150,Delivery,Basavanagudi
2599,Yes,No,4,4401,Casual Dining,600,Delivery,Basavanagudi
2600,Yes,No,4,65,Quick Bites,400,Delivery,Basavanagudi
2601,Yes,No,4,172,Delivery,750,Delivery,Basavanagudi
2602,Yes,No,4,319,Casual Dining,650,Delivery,Basavanagudi
2603,Yes,No,4,35,Delivery,500,Delivery,Basavanagudi
2604,Yes,No,4,170,Quick Bites,200,Delivery,Basavanagudi
2605,Yes,No,3,13,Casual Dining,600,Delivery,Basavanagudi
2606,Yes,No,3,208,"Beverage Shop, Quick Bites",250,Delivery,Basavanagudi
2607,Yes,No,4,163,Quick Bites,500,Delivery,Basavanagudi
2608,Yes,No,4,23,Quick Bites,300,Delivery,Basavanagudi
2609,Yes,No,4,97,Quick Bites,350,Delivery,Basavanagudi
2610,Yes,No,4,415,Quick Bites,500,Delivery,Basavanagudi
2611,Yes,Yes,4,291,Cafe,650,Delivery,Basavanagudi
2612,Yes,No,4,1647,Casual Dining,600,Delivery,Basavanagudi
2613,Yes,Yes,4,364,Casual Dining,1200,Delivery,Basavanagudi
2614,Yes,No,4,70,Quick Bites,100,Delivery,Basavanagudi
2615,Yes,No,4,80,Quick Bites,250,Delivery,Basavanagudi
2616,Yes,No,4,264,Quick Bites,200,Delivery,Basavanagudi
2617,Yes,No,4,166,Quick Bites,400,Delivery,Basavanagudi
2618,Yes,No,4,134,Quick Bites,400,Delivery,Basavanagudi
2619,Yes,No,4,16,Quick Bites,200,Delivery,Basavanagudi
2620,Yes,No,4,364,Casual Dining,550,Delivery,Basavanagudi
2621,Yes,No,4,449,Cafe,400,Delivery,Basavanagudi
2622,Yes,No,4,56,Dessert Parlor,400,Delivery,Basavanagudi
2623,Yes,No,4,148,Quick Bites,400,Delivery,Basavanagudi
2624,Yes,No,4,53,Delivery,600,Delivery,Basavanagudi
2625,Yes,Yes,4,2115,Casual Dining,800,Delivery,Basavanagudi
2626,Yes,No,4,67,Quick Bites,200,Delivery,Basavanagudi
2627,Yes,No,4,287,Quick Bites,350,Delivery,Basavanagudi
2628,Yes,No,4,84,Quick Bites,250,Delivery,Basavanagudi
2629,Yes,Yes,4,2171,"Pub, Casual Dining",1200,Delivery,Basavanagudi
2630,Yes,No,4,21,Beverage Shop,100,Delivery,Basavanagudi
2631,Yes,No,3,7,Quick Bites,250,Delivery,Basavanagudi
2632,Yes,Yes,4,1428,Casual Dining,800,Delivery,Basavanagudi
2633,Yes,No,4,70,Quick Bites,150,Delivery,Basavanagudi
2634,Yes,No,5,0,Bakery,500,Delivery,Basavanagudi
2635,Yes,No,4,93,Quick Bites,200,Delivery,Basavanagudi
2636,Yes,Yes,4,1227,Casual Dining,900,Delivery,Basavanagudi
2637,Yes,No,4,164,Quick Bites,400,Delivery,Basavanagudi
2638,Yes,No,4,577,Casual Dining,900,Delivery,Basavanagudi
2639,Yes,No,4,149,Quick Bites,300,Delivery,Basavanagudi
2640,Yes,No,4,37,Quick Bites,300,Delivery,Basavanagudi
2641,Yes,No,4,133,Quick Bites,300,Delivery,Basavanagudi
2642,Yes,No,3,12,Quick Bites,200,Delivery,Basavanagudi
2643,Yes,No,3,31,Other Rest Type,250,Delivery,Basavanagudi
2644,Yes,Yes,4,166,Casual Dining,800,Delivery,Basavanagudi
2645,Yes,No,4,32,Quick Bites,150,Delivery,Basavanagudi
2646,Yes,No,3,13,Other Rest Type,300,Delivery,Basavanagudi
2647,Yes,No,4,104,Quick Bites,200,Delivery,Basavanagudi
2648,Yes,No,4,38,Dessert Parlor,150,Delivery,Basavanagudi
2649,Yes,No,5,155,Beverage Shop,300,Delivery,Basavanagudi
2650,Yes,Yes,4,3227,Other Rest Type,1600,Delivery,Basavanagudi
2651,Yes,No,3,109,Casual Dining,500,Delivery,Basavanagudi
2652,Yes,No,4,662,Casual Dining,650,Delivery,Basavanagudi
2653,Yes,Yes,5,784,Casual Dining,800,Delivery,Basavanagudi
2654,Yes,No,3,73,Casual Dining,500,Delivery,Basavanagudi
2655,Yes,No,4,40,Quick Bites,500,Delivery,Basavanagudi
2656,Yes,No,4,85,Quick Bites,300,Delivery,Basavanagudi
2657,Yes,No,4,46,Quick Bites,500,Delivery,Basavanagudi
2658,Yes,No,4,21,Quick Bites,150,Delivery,Basavanagudi
2659,Yes,No,3,33,Quick Bites,250,Delivery,Basavanagudi
2660,Yes,No,4,15,Bakery,400,Delivery,Basavanagudi
2661,Yes,No,4,659,Dessert Parlor,500,Delivery,Basavanagudi
2662,Yes,No,4,152,Dessert Parlor,350,Delivery,Basavanagudi
2663,Yes,No,4,337,Quick Bites,300,Delivery,Basavanagudi
2664,Yes,No,5,0,Bakery,350,Delivery,Basavanagudi
2665,Yes,No,4,46,"Takeaway, Delivery",100,Delivery,Basavanagudi
2666,Yes,No,4,24,Quick Bites,250,Delivery,Basavanagudi
2667,Yes,No,4,191,Quick Bites,250,Delivery,Basavanagudi
2668,Yes,No,4,108,Quick Bites,500,Delivery,Basavanagudi
2669,Yes,No,5,0,Quick Bites,300,Delivery,Basavanagudi
2670,Yes,No,4,438,Dessert Parlor,500,Delivery,Basavanagudi
2671,Yes,No,4,10,Quick Bites,200,Delivery,Basavanagudi
2672,Yes,No,3,9,Dessert Parlor,250,Delivery,Basavanagudi
2673,Yes,No,4,11,Beverage Shop,150,Delivery,Basavanagudi
2674,Yes,No,5,0,Quick Bites,100,Delivery,Basavanagudi
2675,Yes,No,4,33,Quick Bites,350,Delivery,Basavanagudi
2676,Yes,No,4,27,"Bakery, Quick Bites",200,Delivery,Basavanagudi
2677,Yes,No,5,0,Quick Bites,400,Delivery,Basavanagudi
2678,Yes,No,5,0,Quick Bites,300,Delivery,Basavanagudi
2679,Yes,No,4,49,Quick Bites,200,Delivery,Basavanagudi
2680,Yes,No,3,119,Casual Dining,700,Delivery,Basavanagudi
2681,Yes,No,4,120,Quick Bites,250,Delivery,Basavanagudi
2682,Yes,No,4,276,Quick Bites,500,Delivery,Basavanagudi
2683,Yes,Yes,4,1539,Casual Dining,800,Delivery,Basavanagudi
2684,Yes,No,4,47,Quick Bites,350,Delivery,Basavanagudi
2685,Yes,Yes,4,1063,"Casual Dining, Bar",1200,Delivery,Basavanagudi
2686,Yes,No,3,15,Cafe,900,Delivery,Basavanagudi
2687,Yes,No,4,21,"Takeaway, Delivery",200,Delivery,Basavanagudi
2688,Yes,No,5,0,Casual Dining,400,Delivery,Basavanagudi
2689,Yes,No,3,4,Casual Dining,500,Delivery,Basavanagudi
2690,Yes,No,4,195,Casual Dining,800,Delivery,Basavanagudi
2691,Yes,No,4,211,Casual Dining,500,Delivery,Basavanagudi
2692,Yes,No,4,860,Dessert Parlor,500,Delivery,Basavanagudi
2693,Yes,No,4,289,Quick Bites,400,Delivery,Basavanagudi
2694,Yes,No,3,82,Quick Bites,300,Delivery,Basavanagudi
2695,Yes,No,5,0,Quick Bites,200,Delivery,Basavanagudi
2696,Yes,No,4,146,Beverage Shop,400,Delivery,Basavanagudi
2697,Yes,No,4,10,Quick Bites,250,Delivery,Basavanagudi
2698,Yes,No,5,0,Quick Bites,200,Delivery,Basavanagudi
2699,Yes,No,4,169,Cafe,600,Delivery,Basavanagudi
2700,Yes,No,3,10,Quick Bites,500,Delivery,Basavanagudi
2701,Yes,No,4,27,Dessert Parlor,250,Delivery,Basavanagudi
2702,Yes,No,4,21,Delivery,400,Delivery,Basavanagudi
2703,Yes,No,3,12,Quick Bites,300,Delivery,Basavanagudi
2704,Yes,No,3,17,Quick Bites,100,Delivery,Basavanagudi
2705,Yes,No,4,53,Quick Bites,400,Delivery,Basavanagudi
2706,Yes,No,4,134,Quick Bites,350,Delivery,Basavanagudi
2707,Yes,No,4,113,Quick Bites,250,Delivery,Basavanagudi
2708,Yes,No,4,91,Quick Bites,200,Delivery,Basavanagudi
2709,Yes,No,4,20,Quick Bites,150,Delivery,Basavanagudi
2710,Yes,No,4,237,Quick Bites,200,Delivery,Basavanagudi
2711,Yes,Yes,4,197,Pub,1000,Delivery,Basavanagudi
2712,Yes,No,4,133,Cafe,800,Delivery,Basavanagudi
2713,Yes,No,4,90,Bakery,500,Delivery,Basavanagudi
2714,Yes,No,5,0,Bakery,350,Delivery,Basavanagudi
2715,Yes,Yes,4,1252,"Casual Dining, Cafe",800,Delivery,Basavanagudi
2716,Yes,No,4,796,Cafe,400,Delivery,Basavanagudi
2717,Yes,No,4,918,Other Rest Type,800,Delivery,Basavanagudi
2718,Yes,No,4,28,Quick Bites,350,Delivery,Basavanagudi
2719,Yes,No,4,155,Casual Dining,450,Delivery,Basavanagudi
2720,Yes,No,3,8,Quick Bites,150,Delivery,Basavanagudi
2721,Yes,No,4,240,Cafe,700,Delivery,Basavanagudi
2722,Yes,No,4,60,Quick Bites,400,Delivery,Basavanagudi
2723,Yes,No,4,41,Cafe,700,Delivery,Basavanagudi
2724,Yes,No,3,89,Quick Bites,250,Delivery,Basavanagudi
2725,Yes,No,4,57,Quick Bites,200,Delivery,Basavanagudi
2726,Yes,No,4,217,Quick Bites,800,Delivery,Basavanagudi
2727,Yes,No,3,23,Sweet Shop,250,Delivery,Basavanagudi
2728,Yes,No,5,0,Dessert Parlor,100,Delivery,Basavanagudi
2729,Yes,No,4,73,Bakery,300,Delivery,Basavanagudi
2730,Yes,No,4,33,Quick Bites,200,Delivery,Basavanagudi
2731,Yes,No,4,14,Quick Bites,100,Delivery,Basavanagudi
2732,Yes,No,4,192,Dessert Parlor,300,Delivery,Basavanagudi
2733,Yes,No,4,9,Quick Bites,200,Delivery,Basavanagudi
2734,Yes,No,4,53,Quick Bites,250,Delivery,Basavanagudi
2735,Yes,No,4,61,Beverage Shop,150,Delivery,Basavanagudi
2736,Yes,No,4,242,Casual Dining,650,Delivery,Basavanagudi
2737,Yes,No,4,465,Casual Dining,600,Delivery,Basavanagudi
2738,Yes,No,4,324,Cafe,700,Delivery,Basavanagudi
2739,Yes,No,3,22,Quick Bites,250,Delivery,Basavanagudi
2740,Yes,No,3,307,Casual Dining,700,Delivery,Basavanagudi
2741,Yes,No,3,6,Quick Bites,500,Delivery,Basavanagudi
2742,Yes,No,4,25,Dessert Parlor,250,Delivery,Basavanagudi
2743,Yes,No,5,0,"Takeaway, Delivery",500,Delivery,Basavanagudi
2744,Yes,No,3,8,Sweet Shop,100,Delivery,Basavanagudi
2745,Yes,No,4,58,Quick Bites,300,Delivery,Basavanagudi
2746,Yes,No,4,47,Other Rest Type,400,Delivery,Basavanagudi
2747,Yes,Yes,4,150,Cafe,600,Delivery,Basavanagudi
2748,Yes,No,3,290,Quick Bites,450,Delivery,Basavanagudi
2749,Yes,No,3,7,Quick Bites,200,Delivery,Basavanagudi
2750,Yes,No,3,4,Other Rest Type,300,Delivery,Basavanagudi
2751,Yes,No,4,356,Dessert Parlor,400,Delivery,Basavanagudi
2752,Yes,No,4,249,Dessert Parlor,300,Delivery,Basavanagudi
2753,Yes,No,4,82,Quick Bites,1000,Delivery,Basavanagudi
2754,Yes,No,4,91,Cafe,300,Delivery,Basavanagudi
2755,Yes,No,5,0,Quick Bites,400,Delivery,Basavanagudi
2756,Yes,No,4,164,Quick Bites,600,Delivery,Basavanagudi
2757,Yes,No,3,6,Quick Bites,300,Delivery,Basavanagudi
2758,Yes,No,3,5,Casual Dining,500,Delivery,Basavanagudi
2759,Yes,No,3,123,Quick Bites,200,Delivery,Basavanagudi
2760,Yes,No,3,10,Food Court,500,Delivery,Basavanagudi
2761,Yes,No,3,16,Casual Dining,800,Delivery,Basavanagudi
2762,Yes,No,4,179,Casual Dining,600,Delivery,Basavanagudi
2763,Yes,No,3,12,"Beverage Shop, Quick Bites",150,Delivery,Basavanagudi
2764,Yes,No,4,153,Food Court,400,Delivery,Basavanagudi
2765,Yes,No,4,79,Casual Dining,600,Delivery,Basavanagudi
2766,Yes,No,4,558,Quick Bites,150,Delivery,Basavanagudi
2767,Yes,No,4,197,Dessert Parlor,300,Delivery,Basavanagudi
2768,Yes,Yes,4,1129,Casual Dining,1300,Delivery,Basavanagudi
2769,Yes,No,4,11,Other Rest Type,200,Delivery,Basavanagudi
2770,Yes,No,4,61,Quick Bites,300,Delivery,Basavanagudi
2771,Yes,No,4,89,Quick Bites,200,Delivery,Basavanagudi
2772,Yes,No,4,21,Dessert Parlor,200,Delivery,Basavanagudi
2773,Yes,No,3,45,Casual Dining,800,Delivery,Basavanagudi
2774,Yes,No,4,90,Casual Dining,500,Delivery,Basavanagudi
2775,Yes,No,4,54,Cafe,600,Delivery,Basavanagudi
2776,Yes,No,3,6,Quick Bites,100,Delivery,Basavanagudi
2777,Yes,Yes,4,442,"Pub, Casual Dining",1200,Delivery,Basavanagudi
2778,Yes,No,3,5,"Casual Dining, Bar",800,Delivery,Basavanagudi
2779,Yes,No,4,22,Sweet Shop,250,Delivery,Basavanagudi
2780,Yes,No,5,0,Casual Dining,800,Delivery,Basavanagudi
2781,Yes,No,4,21,Beverage Shop,150,Delivery,Basavanagudi
2782,Yes,No,4,659,"Beverage Shop, Quick Bites",600,Delivery,Basavanagudi
2783,Yes,No,4,30,Beverage Shop,150,Delivery,Basavanagudi
2784,Yes,No,4,261,Cafe,700,Delivery,Basavanagudi
2785,Yes,No,3,6,Delivery,200,Delivery,Basavanagudi
2786,Yes,No,4,176,Casual Dining,800,Delivery,Basavanagudi
2787,Yes,No,4,69,Dessert Parlor,450,Delivery,Basavanagudi
2788,Yes,No,4,61,Quick Bites,100,Delivery,Basavanagudi
2789,Yes,No,4,75,Quick Bites,200,Delivery,Basavanagudi
2790,Yes,Yes,5,1872,Cafe,900,Delivery,Basavanagudi
2791,Yes,No,4,25,Casual Dining,600,Delivery,Basavanagudi
2792,Yes,No,4,30,Beverage Shop,100,Delivery,Basavanagudi
2793,Yes,No,4,105,Casual Dining,700,Delivery,Basavanagudi
2794,Yes,No,4,74,Quick Bites,300,Delivery,Basavanagudi
2795,Yes,No,4,136,Quick Bites,350,Delivery,Basavanagudi
2796,Yes,No,4,71,Casual Dining,450,Delivery,Basavanagudi
2797,Yes,No,4,178,Dessert Parlor,400,Delivery,Basavanagudi
2798,Yes,No,4,11,Quick Bites,200,Delivery,Basavanagudi
2799,Yes,No,3,19,Quick Bites,300,Delivery,Basavanagudi
2800,Yes,No,4,233,Casual Dining,800,Delivery,Basavanagudi
2801,Yes,No,4,155,Quick Bites,400,Delivery,Basavanagudi
2802,Yes,No,4,49,Cafe,700,Delivery,Basavanagudi
2803,Yes,No,3,4,Delivery,350,Delivery,Basavanagudi
2804,Yes,No,4,14,Casual Dining,600,Delivery,Basavanagudi
2805,Yes,No,3,97,Casual Dining,400,Delivery,Basavanagudi
2806,Yes,No,4,35,Quick Bites,300,Delivery,Basavanagudi
2807,Yes,No,3,11,Quick Bites,150,Delivery,Basavanagudi
2808,Yes,No,4,144,Cafe,700,Delivery,Basavanagudi
2809,Yes,No,3,137,Quick Bites,300,Delivery,Basavanagudi
2810,Yes,Yes,4,970,Other Rest Type,1500,Delivery,Basavanagudi
2811,Yes,No,4,17,Quick Bites,150,Delivery,Basavanagudi
2812,Yes,No,4,135,Casual Dining,800,Delivery,Basavanagudi
2813,Yes,No,3,10,Quick Bites,200,Delivery,Basavanagudi
2814,Yes,No,5,0,Bakery,150,Delivery,Basavanagudi
2815,Yes,No,4,18,Dessert Parlor,150,Delivery,Basavanagudi
2816,Yes,No,3,9,Quick Bites,200,Delivery,Basavanagudi
2817,Yes,No,4,514,Cafe,600,Delivery,Basavanagudi
2818,Yes,No,4,914,Bar,1000,Delivery,Basavanagudi
2819,Yes,No,4,22,Quick Bites,200,Delivery,Basavanagudi
2820,Yes,No,3,177,Casual Dining,700,Delivery,Basavanagudi
2821,Yes,No,4,157,Casual Dining,450,Delivery,Basavanagudi
2822,Yes,No,3,10,Quick Bites,300,Delivery,Basavanagudi
