,online_order,book_table,rate,votes,rest_type,cost,type,city
269,Yes,No,4,33,Dessert Parlor,300,Delivery,Banashankari
629,Yes,No,4,41,Other Rest Type,400,Dine-out,Banashankari
3081,No,Yes,4,102,Cafe,800,Delivery,Basavanagudi
2334,No,No,5,0,Casual Dining,800,Dine-out,Bannerghatta Road
2966,Yes,Yes,4,775,Casual Dining,800,Delivery,Basavanagudi
300,Yes,No,4,16,Quick Bites,200,Delivery,Banashankari
459,Yes,No,5,0,Quick Bites,150,Delivery,Banashankari
1447,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1472,Yes,No,3,6,"Beverage Shop, Quick Bites",150,Delivery,Bannerghatta Road
2046,Yes,No,4,55,Quick Bites,300,Dine-out,Bannerghatta Road
4227,Yes,No,3,61,Quick Bites,250,Delivery,Bellandur
3759,No,No,4,95,Casual Dining,700,Buffet,Bellandur
2113,Yes,No,4,137,Quick Bites,300,Dine-out,Bannerghatta Road
27,No,No,3,4,Cafe,500,Cafes,Banashankari
3834,Yes,No,4,21,Quick Bites,300,Delivery,Bellandur
4521,Yes,No,4,16,Bakery,400,Desserts,Bellandur
837,No,No,5,0,Quick Bites,100,Dine-out,Banashankari
3821,Yes,No,4,532,Quick Bites,300,Delivery,Bellandur
2008,No,No,3,15,Casual Dining,600,Dine-out,Bannerghatta Road
4906,Yes,No,5,0,Quick Bites,300,Dine-out,Bellandur
503,Yes,No,4,918,Other Rest Type,800,Desserts,Banashankari
4965,Yes,Yes,4,4099,"Casual Dining, Bar",1400,Pubs and bars,Bellandur
4303,No,No,4,25,Quick Bites,200,Delivery,Bellandur
380,Yes,No,4,25,Quick Bites,300,Delivery,Banashankari
1851,No,No,4,22,Dessert Parlor,250,Desserts,Bannerghatta Road
1525,Yes,No,3,186,Casual Dining,450,Delivery,Bannerghatta Road
2365,Yes,No,3,38,Quick Bites,300,Dine-out,Bannerghatta Road
3312,Yes,No,4,514,Cafe,600,Dine-out,Basavanagudi
3052,Yes,No,5,0,Quick Bites,300,Delivery,Basavanagudi
2884,Yes,No,4,14,Casual Dining,600,Delivery,Basavanagudi
2340,Yes,No,3,12,Other Rest Type,300,Dine-out,Bannerghatta Road
374,Yes,No,4,101,Quick Bites,150,Delivery,Banashankari
3256,No,No,4,44,Bakery,200,Desserts,Basavanagudi
2381,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
4308,No,No,3,21,Quick Bites,150,Delivery,Bellandur
939,Yes,No,3,42,Quick Bites,500,Delivery,Bannerghatta Road
3845,Yes,No,4,27,Casual Dining,400,Delivery,Bellandur
4351,No,No,5,0,"Takeaway, Delivery",300,Delivery,Bellandur
2799,Yes,No,3,19,Quick Bites,300,Delivery,Basavanagudi
2147,No,No,3,85,Quick Bites,250,Dine-out,Bannerghatta Road
4271,No,No,3,12,Casual Dining,700,Delivery,Bellandur
4539,No,No,5,0,Dessert Parlor,100,Desserts,Bellandur
4215,No,No,3,88,Other Rest Type,500,Delivery,Bellandur
2068,Yes,No,4,21,Quick Bites,400,Dine-out,Bannerghatta Road
529,No,No,5,0,Sweet Shop,300,Desserts,Banashankari
3725,No,No,3,29,Quick Bites,200,Dine-out,Basavanagudi
636,No,No,4,1047,Quick Bites,450,Dine-out,Banashankari
1269,Yes,No,3,276,Other Rest Type,250,Delivery,Bannerghatta Road
185,Yes,No,4,38,Dessert Parlor,150,Delivery,Banashankari
3813,Yes,No,4,230,Quick Bites,300,Delivery,Bellandur
4686,Yes,No,4,94,Quick Bites,200,Dine-out,Bellandur
3450,Yes,No,4,109,Casual Dining,800,Dine-out,Basavanagudi
1797,No,No,5,0,Delivery,400,Delivery,Bannerghatta Road
2979,No,No,5,0,Casual Dining,400,Delivery,Basavanagudi
1441,Yes,No,4,37,Quick Bites,300,Delivery,Bannerghatta Road
3423,No,No,3,6,Quick Bites,300,Dine-out,Basavanagudi
4873,Yes,No,5,0,Food Court,300,Dine-out,Bellandur
1535,No,No,3,15,Casual Dining,600,Delivery,Bannerghatta Road
3439,Yes,No,4,157,Quick Bites,600,Dine-out,Basavanagudi
1273,Yes,No,4,69,Dessert Parlor,300,Delivery,Bannerghatta Road
2467,Yes,Yes,4,681,Casual Dining,800,Drinks & nightlife,Bannerghatta Road
607,No,No,4,62,Quick Bites,150,Dine-out,Banashankari
3792,No,No,4,114,Cafe,550,Cafes,Bellandur
1712,No,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
2199,No,No,5,0,Quick Bites,100,Dine-out,Bannerghatta Road
955,Yes,No,3,628,Delivery,450,Delivery,Bannerghatta Road
2579,Yes,No,4,58,Quick Bites,300,Delivery,Basavanagudi
3892,Yes,No,5,0,Quick Bites,200,Delivery,Bellandur
4424,No,No,5,0,Quick Bites,300,Delivery,Bellandur
4695,Yes,No,4,250,Quick Bites,250,Dine-out,Bellandur
3681,No,No,5,0,Quick Bites,300,Dine-out,Basavanagudi
403,Yes,No,4,514,Cafe,600,Delivery,Banashankari
2071,Yes,No,4,369,Quick Bites,400,Dine-out,Bannerghatta Road
4754,No,No,5,0,Quick Bites,300,Dine-out,Bellandur
1977,Yes,No,3,335,Casual Dining,500,Dine-out,Bannerghatta Road
158,Yes,No,3,67,Quick Bites,250,Delivery,Banashankari
1748,No,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
2909,Yes,Yes,4,886,Casual Dining,900,Delivery,Basavanagudi
4204,Yes,No,3,32,Other Rest Type,200,Delivery,Bellandur
902,Yes,No,4,46,Cafe,600,Cafes,Bannerghatta Road
352,Yes,No,4,24,Quick Bites,250,Delivery,Banashankari
1230,Yes,No,4,200,Quick Bites,400,Delivery,Bannerghatta Road
4669,Yes,No,5,0,Quick Bites,200,Dine-out,Bellandur
2140,Yes,No,3,24,Quick Bites,300,Dine-out,Bannerghatta Road
444,Yes,No,4,0,Quick Bites,300,Delivery,Banashankari
4947,No,Yes,4,1496,Pub,1900,Drinks & nightlife,Bellandur
754,No,No,5,0,Quick Bites,300,Dine-out,Banashankari
1737,No,No,3,75,Quick Bites,400,Delivery,Bannerghatta Road
2971,No,No,4,12,Quick Bites,300,Delivery,Basavanagudi
4978,No,Yes,4,105,Casual Dining,1000,Buffet,Brigade Road
2920,Yes,No,4,888,Casual Dining,750,Delivery,Basavanagudi
311,Yes,No,3,45,Casual Dining,800,Delivery,Banashankari
548,No,No,5,0,Dessert Parlor,200,Desserts,Banashankari
4047,Yes,No,3,30,Quick Bites,250,Delivery,Bellandur
4760,No,No,4,25,Quick Bites,200,Dine-out,Bellandur
1989,Yes,No,3,18,Quick Bites,400,Dine-out,Bannerghatta Road
306,Yes,No,5,0,Casual Dining,400,Delivery,Banashankari
2335,No,No,5,0,Fine Dining,1200,Dine-out,Bannerghatta Road
694,Yes,No,4,415,Quick Bites,500,Dine-out,Banashankari
2356,No,No,5,0,Quick Bites,150,Dine-out,Bannerghatta Road
1927,No,No,3,10,Quick Bites,100,Desserts,Bannerghatta Road
684,Yes,No,4,120,Quick Bites,250,Dine-out,Banashankari
749,No,No,5,0,Quick Bites,250,Dine-out,Banashankari
4879,Yes,No,3,294,Quick Bites,400,Dine-out,Bellandur
1266,Yes,No,4,31,Quick Bites,300,Delivery,Bannerghatta Road
4071,Yes,No,3,31,Quick Bites,350,Delivery,Bellandur
3525,No,No,4,68,Quick Bites,400,Dine-out,Basavanagudi
4422,No,No,5,0,"Takeaway, Delivery",400,Delivery,Bellandur
3979,Yes,No,4,231,Delivery,500,Delivery,Bellandur
3083,No,No,4,1047,Quick Bites,450,Delivery,Basavanagudi
3061,No,No,4,868,Pub,1200,Delivery,Basavanagudi
3025,No,Yes,4,151,Lounge,1350,Delivery,Basavanagudi
970,Yes,No,3,13,Casual Dining,600,Delivery,Bannerghatta Road
13,No,No,4,424,Cafe,450,Cafes,Banashankari
873,Yes,Yes,4,756,Casual Dining,1000,Buffet,Bannerghatta Road
808,Yes,No,4,172,Casual Dining,700,Dine-out,Banashankari
3198,Yes,No,4,46,Beverage Shop,400,Desserts,Basavanagudi
514,No,No,3,9,Dessert Parlor,300,Desserts,Banashankari
4471,Yes,No,4,152,Sweet Shop,400,Desserts,Bellandur
409,Yes,No,4,88,Quick Bites,350,Delivery,Banashankari
3404,Yes,No,3,4,Quick Bites,100,Dine-out,Basavanagudi
4685,Yes,No,3,248,Quick Bites,400,Dine-out,Bellandur
207,Yes,Yes,4,2339,Casual Dining,1500,Delivery,Banashankari
3787,Yes,No,4,74,Other Rest Type,600,Cafes,Bellandur
458,Yes,No,5,0,Quick Bites,100,Delivery,Banashankari
3467,Yes,Yes,4,442,"Pub, Casual Dining",1200,Dine-out,Basavanagudi
2430,No,No,3,53,Other Rest Type,500,Dine-out,Bannerghatta Road
3653,No,No,4,13,Quick Bites,100,Dine-out,Basavanagudi
110,No,No,5,0,"Takeaway, Delivery",200,Delivery,Banashankari
3741,No,Yes,4,151,Lounge,1350,Drinks & nightlife,Basavanagudi
4039,Yes,No,5,0,"Takeaway, Delivery",300,Delivery,Bellandur
1883,No,No,4,9,Cafe,400,Desserts,Bannerghatta Road
1713,No,No,4,24,Dessert Parlor,300,Delivery,Bannerghatta Road
4044,Yes,No,3,204,Casual Dining,500,Delivery,Bellandur
3413,No,No,4,16,Quick Bites,150,Dine-out,Basavanagudi
552,Yes,No,4,27,Dessert Parlor,250,Desserts,Banashankari
1439,Yes,No,3,57,Casual Dining,650,Delivery,Bannerghatta Road
2270,Yes,Yes,4,347,Casual Dining,1000,Dine-out,Bannerghatta Road
3144,No,No,3,29,Quick Bites,150,Delivery,Basavanagudi
2821,Yes,No,4,157,Casual Dining,450,Delivery,Basavanagudi
4780,No,No,5,0,Quick Bites,400,Dine-out,Bellandur
1925,No,No,3,4,Dessert Parlor,150,Desserts,Bannerghatta Road
634,Yes,No,4,734,Quick Bites,200,Dine-out,Banashankari
4804,Yes,No,5,1193,"Bar, Casual Dining",1500,Dine-out,Bellandur
316,Yes,Yes,4,633,Casual Dining,800,Delivery,Banashankari
4216,Yes,No,4,30,Quick Bites,250,Delivery,Bellandur
4698,Yes,No,4,133,Quick Bites,200,Dine-out,Bellandur
1328,Yes,No,4,239,Dessert Parlor,500,Delivery,Bannerghatta Road
427,Yes,No,3,4,Quick Bites,150,Delivery,Banashankari
3370,No,No,3,4,Quick Bites,150,Dine-out,Basavanagudi
105,No,No,4,13,Bakery,300,Delivery,Banashankari
3041,No,No,5,0,Quick Bites,350,Delivery,Basavanagudi
142,No,No,5,0,Quick Bites,300,Delivery,Banashankari
2169,No,No,5,0,Quick Bites,350,Dine-out,Bannerghatta Road
4135,Yes,No,5,0,Delivery,300,Delivery,Bellandur
89,No,No,4,21,Quick Bites,250,Delivery,Banashankari
2918,Yes,No,4,181,Beverage Shop,250,Delivery,Basavanagudi
3237,No,No,4,108,Cafe,700,Desserts,Basavanagudi
2241,No,No,5,2781,"Casual Dining, Bar",1200,Dine-out,Bannerghatta Road
3174,Yes,No,4,186,Cafe,500,Delivery,Basavanagudi
3408,No,No,5,0,Quick Bites,200,Dine-out,Basavanagudi
2163,No,No,3,58,Quick Bites,250,Dine-out,Bannerghatta Road
2636,Yes,Yes,4,1227,Casual Dining,900,Delivery,Basavanagudi
1949,Yes,Yes,4,500,Casual Dining,1000,Dine-out,Bannerghatta Road
1768,No,No,5,0,Delivery,1000,Delivery,Bannerghatta Road
3279,No,No,4,26,Dessert Parlor,300,Desserts,Basavanagudi
2272,Yes,No,4,347,Casual Dining,600,Dine-out,Bannerghatta Road
1,Yes,No,4,787,Casual Dining,800,Buffet,Banashankari
4372,No,No,5,0,Delivery,150,Delivery,Bellandur
4956,No,Yes,5,2726,Other Rest Type,1400,Pubs and bars,Bellandur
1951,Yes,No,4,207,Casual Dining,700,Dine-out,Bannerghatta Road
4093,Yes,No,4,129,Dessert Parlor,350,Delivery,Bellandur
4295,No,No,5,0,"Bakery, Quick Bites",400,Delivery,Bellandur
2720,Yes,No,3,8,Quick Bites,150,Delivery,Basavanagudi
3482,No,No,4,868,Pub,1200,Dine-out,Basavanagudi
1109,Yes,No,4,153,Quick Bites,200,Delivery,Bannerghatta Road
3807,Yes,No,3,113,Delivery,450,Delivery,Bellandur
591,Yes,No,4,160,Casual Dining,700,Dine-out,Banashankari
1695,Yes,No,4,115,Casual Dining,550,Delivery,Bannerghatta Road
4739,No,No,5,0,Other Rest Type,300,Dine-out,Bellandur
2936,No,No,5,0,Quick Bites,300,Delivery,Basavanagudi
4203,Yes,No,3,135,Quick Bites,400,Delivery,Bellandur
3407,No,No,4,150,Quick Bites,150,Dine-out,Basavanagudi
1576,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
3949,Yes,No,4,309,Casual Dining,600,Delivery,Bellandur
213,Yes,No,3,36,Quick Bites,200,Delivery,Banashankari
778,No,No,4,148,"Casual Dining, Cafe",550,Dine-out,Banashankari
1415,Yes,No,3,8,Other Rest Type,500,Delivery,Bannerghatta Road
3754,No,Yes,4,255,Lounge,1500,Buffet,Bellandur
2043,Yes,No,4,15,Casual Dining,600,Dine-out,Bannerghatta Road
2848,Yes,No,3,208,Casual Dining,650,Delivery,Basavanagudi
4536,No,No,5,0,Other Rest Type,300,Desserts,Bellandur
3501,Yes,No,4,136,Quick Bites,350,Dine-out,Basavanagudi
3808,Yes,No,4,240,Quick Bites,200,Delivery,Bellandur
1567,No,No,5,0,Quick Bites,350,Delivery,Bannerghatta Road
165,Yes,No,4,70,Quick Bites,150,Delivery,Banashankari
4713,Yes,No,4,49,Quick Bites,250,Dine-out,Bellandur
4353,Yes,No,4,151,Delivery,450,Delivery,Bellandur
4925,Yes,No,4,170,Quick Bites,300,Dine-out,Bellandur
1343,Yes,No,3,8,Other Rest Type,200,Delivery,Bannerghatta Road
2013,Yes,No,3,170,Casual Dining,600,Dine-out,Bannerghatta Road
273,Yes,No,4,14,Bakery,350,Delivery,Banashankari
71,No,No,4,520,Quick Bites,300,Delivery,Banashankari
3882,Yes,No,3,38,Casual Dining,450,Delivery,Bellandur
1087,Yes,No,3,14,"Takeaway, Delivery",250,Delivery,Bannerghatta Road
394,Yes,No,4,24,Quick Bites,300,Delivery,Banashankari
583,Yes,No,4,133,Cafe,800,Dine-out,Banashankari
1367,Yes,Yes,4,72,Quick Bites,400,Delivery,Bannerghatta Road
4986,Yes,Yes,5,1394,"Casual Dining, Bar",1700,Buffet,Brigade Road
4083,Yes,No,4,536,Delivery,600,Delivery,Bellandur
2548,Yes,No,4,771,Casual Dining,450,Delivery,Basavanagudi
1013,Yes,No,4,437,Quick Bites,400,Delivery,Bannerghatta Road
4896,Yes,No,5,0,Food Court,400,Dine-out,Bellandur
3003,Yes,Yes,4,633,Casual Dining,800,Delivery,Basavanagudi
4787,No,No,3,6,Other Rest Type,400,Dine-out,Bellandur
3995,Yes,No,5,0,Quick Bites,350,Delivery,Bellandur
3528,No,No,4,46,Other Rest Type,400,Dine-out,Basavanagudi
1763,No,No,5,0,Beverage Shop,150,Delivery,Bannerghatta Road
1875,No,No,5,0,Dessert Parlor,200,Desserts,Bannerghatta Road
1259,Yes,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
4529,Yes,No,4,20,Dessert Parlor,300,Desserts,Bellandur
2253,Yes,Yes,4,585,"Casual Dining, Bar",1200,Dine-out,Bannerghatta Road
2781,Yes,No,4,21,Beverage Shop,150,Delivery,Basavanagudi
3588,Yes,No,3,10,Quick Bites,100,Dine-out,Basavanagudi
526,No,No,5,0,Bakery,300,Desserts,Banashankari
4103,Yes,No,4,11,Casual Dining,600,Delivery,Bellandur
2946,No,No,5,0,Bakery,300,Delivery,Basavanagudi
377,Yes,No,3,12,"Beverage Shop, Quick Bites",150,Delivery,Banashankari
1559,No,No,3,16,Quick Bites,600,Delivery,Bannerghatta Road
3815,Yes,No,3,38,Quick Bites,500,Delivery,Bellandur
1963,Yes,No,4,102,Cafe,450,Dine-out,Bannerghatta Road
4731,Yes,No,5,0,Quick Bites,400,Dine-out,Bellandur
348,Yes,No,3,119,Casual Dining,400,Delivery,Banashankari
2434,No,No,5,0,Casual Dining,400,Dine-out,Bannerghatta Road
2246,No,Yes,5,311,Casual Dining,1300,Dine-out,Bannerghatta Road
4165,Yes,Yes,4,942,Pub,1300,Delivery,Bellandur
1709,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1050,Yes,No,4,32,Bakery,500,Delivery,Bannerghatta Road
590,Yes,No,3,62,Cafe,400,Dine-out,Banashankari
519,No,No,3,11,Cafe,600,Desserts,Banashankari
4534,Yes,No,4,31,Bakery,400,Desserts,Bellandur
4122,Yes,No,3,137,Other Rest Type,650,Delivery,Bellandur
2477,No,No,3,56,Lounge,1200,Drinks & nightlife,Bannerghatta Road
1083,Yes,No,4,421,Casual Dining,700,Delivery,Bannerghatta Road
4445,Yes,No,5,0,Food Court,400,Delivery,Bellandur
4777,No,No,4,10,Food Court,400,Dine-out,Bellandur
4508,No,No,3,4,Other Rest Type,200,Desserts,Bellandur
1294,Yes,No,3,166,Quick Bites,600,Delivery,Bannerghatta Road
1809,Yes,No,3,8,Quick Bites,300,Delivery,Bannerghatta Road
791,Yes,No,4,264,Casual Dining,750,Dine-out,Banashankari
792,No,No,4,66,Casual Dining,400,Dine-out,Banashankari
4113,Yes,No,4,54,Quick Bites,400,Delivery,Bellandur
1855,No,No,3,8,Other Rest Type,250,Desserts,Bannerghatta Road
4756,No,No,5,0,Quick Bites,300,Dine-out,Bellandur
1980,No,No,4,89,Casual Dining,550,Dine-out,Bannerghatta Road
3233,Yes,No,4,95,Other Rest Type,400,Desserts,Basavanagudi
3903,Yes,No,4,233,Quick Bites,150,Delivery,Bellandur
3381,Yes,No,3,5,Quick Bites,200,Dine-out,Basavanagudi
3328,Yes,No,4,11,Other Rest Type,200,Dine-out,Basavanagudi
1530,No,No,4,17,"Takeaway, Delivery",350,Delivery,Bannerghatta Road
1410,Yes,No,4,463,Cafe,500,Delivery,Bannerghatta Road
4293,No,No,5,0,Delivery,600,Delivery,Bellandur
4647,No,No,3,17,Casual Dining,400,Dine-out,Bellandur
83,No,No,4,42,Casual Dining,700,Delivery,Banashankari
868,No,Yes,5,3845,Casual Dining,1600,Buffet,Bannerghatta Road
2350,No,No,3,231,Dessert Parlor,800,Dine-out,Bannerghatta Road
20,Yes,No,3,62,Cafe,400,Cafes,Banashankari
3973,Yes,Yes,4,3061,"Casual Dining, Bar",1500,Delivery,Bellandur
2795,Yes,No,4,136,Quick Bites,350,Delivery,Basavanagudi
4571,No,No,4,246,Casual Dining,1200,Dine-out,Bellandur
1562,No,No,4,162,Casual Dining,500,Delivery,Bannerghatta Road
3093,No,No,4,31,Quick Bites,200,Delivery,Basavanagudi
3155,No,No,5,0,Quick Bites,150,Delivery,Basavanagudi
973,Yes,No,3,44,Quick Bites,300,Delivery,Bannerghatta Road
1710,No,No,4,193,Casual Dining,500,Delivery,Bannerghatta Road
3201,No,No,4,33,Dessert Parlor,250,Desserts,Basavanagudi
3976,Yes,No,4,60,Beverage Shop,600,Delivery,Bellandur
4818,No,Yes,4,505,Fine Dining,2000,Dine-out,Bellandur
1098,Yes,No,4,120,Quick Bites,300,Delivery,Bannerghatta Road
4160,Yes,No,4,8,Bakery,200,Delivery,Bellandur
2844,Yes,No,4,119,Casual Dining,800,Delivery,Basavanagudi
886,Yes,No,4,40,Food Court,400,Cafes,Bannerghatta Road
4930,No,No,5,0,Quick Bites,300,Dine-out,Bellandur
3674,No,No,3,4,Cafe,500,Dine-out,Basavanagudi
4579,Yes,No,3,4,Casual Dining,900,Dine-out,Bellandur
3783,No,No,4,25,Cafe,400,Cafes,Bellandur
4400,Yes,No,3,7,Quick Bites,250,Delivery,Bellandur
515,No,No,4,42,"Beverage Shop, Quick Bites",300,Desserts,Banashankari
4619,No,No,4,95,Casual Dining,700,Dine-out,Bellandur
737,No,No,5,0,Quick Bites,150,Dine-out,Banashankari
1453,Yes,No,5,0,"Takeaway, Delivery",800,Delivery,Bannerghatta Road
3966,Yes,No,4,42,"Takeaway, Delivery",300,Delivery,Bellandur
4699,Yes,No,5,0,Quick Bites,200,Dine-out,Bellandur
2506,No,No,4,704,Cafe,500,Cafes,Basavanagudi
2994,Yes,No,3,4,Beverage Shop,200,Delivery,Basavanagudi
2126,Yes,No,3,43,Quick Bites,400,Dine-out,Bannerghatta Road
2926,Yes,No,4,21,Quick Bites,300,Delivery,Basavanagudi
4855,Yes,No,4,34,Casual Dining,500,Dine-out,Bellandur
906,No,No,5,0,Cafe,600,Cafes,Bannerghatta Road
4198,Yes,No,4,9,Quick Bites,300,Delivery,Bellandur
1030,Yes,No,3,133,Casual Dining,500,Delivery,Bannerghatta Road
2507,Yes,No,4,796,Cafe,400,Cafes,Basavanagudi
2428,Yes,No,4,35,Quick Bites,300,Dine-out,Bannerghatta Road
947,Yes,No,3,172,Quick Bites,300,Delivery,Bannerghatta Road
3801,No,No,5,0,Cafe,400,Cafes,Bellandur
4062,Yes,No,4,43,Delivery,500,Delivery,Bellandur
715,No,No,3,9,Quick Bites,300,Dine-out,Banashankari
4050,Yes,No,3,6,Quick Bites,300,Delivery,Bellandur
686,Yes,No,4,88,Quick Bites,350,Dine-out,Banashankari
703,Yes,No,3,290,Quick Bites,450,Dine-out,Banashankari
3341,Yes,No,4,558,Quick Bites,150,Dine-out,Basavanagudi
2353,No,No,3,6,Quick Bites,500,Dine-out,Bannerghatta Road
2257,No,Yes,4,1187,Other Rest Type,1200,Dine-out,Bannerghatta Road
3826,Yes,No,4,258,Casual Dining,700,Delivery,Bellandur
473,Yes,No,4,240,Cafe,700,Delivery,Banashankari
21,Yes,No,4,180,Cafe,500,Cafes,Banashankari
2752,Yes,No,4,249,Dessert Parlor,300,Delivery,Basavanagudi
885,Yes,No,4,37,Cafe,400,Cafes,Bannerghatta Road
2448,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
917,No,No,5,0,Cafe,500,Cafes,Bannerghatta Road
3752,Yes,No,4,444,Casual Dining,1200,Buffet,Bellandur
4588,Yes,No,4,35,Cafe,650,Dine-out,Bellandur
2239,No,Yes,5,0,Other Rest Type,1400,Dine-out,Bannerghatta Road
3839,Yes,No,4,105,Dessert Parlor,400,Delivery,Bellandur
3395,Yes,No,3,6,Quick Bites,500,Dine-out,Basavanagudi
1265,Yes,No,5,0,"Beverage Shop, Quick Bites",200,Delivery,Bannerghatta Road
483,Yes,No,4,191,Quick Bites,300,Delivery,Banashankari
4336,No,No,4,19,Bakery,400,Delivery,Bellandur
2963,No,No,5,0,Quick Bites,250,Delivery,Basavanagudi
1219,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
277,Yes,No,4,128,Casual Dining,500,Delivery,Banashankari
988,Yes,No,4,8,"Takeaway, Delivery",500,Delivery,Bannerghatta Road
2084,No,No,3,28,Food Court,600,Dine-out,Bannerghatta Road
1245,Yes,No,4,248,Other Rest Type,500,Delivery,Bannerghatta Road
2382,No,No,5,0,Quick Bites,150,Dine-out,Bannerghatta Road
571,Yes,No,4,1647,Casual Dining,600,Dine-out,Banashankari
1435,Yes,No,4,31,Quick Bites,400,Delivery,Bannerghatta Road
993,Yes,No,4,472,Quick Bites,600,Delivery,Bannerghatta Road
4270,Yes,No,4,500,Delivery,500,Delivery,Bellandur
3443,Yes,Yes,4,2049,Casual Dining,1000,Dine-out,Basavanagudi
585,No,No,4,93,Cafe,300,Dine-out,Banashankari
3654,No,No,3,14,Quick Bites,250,Dine-out,Basavanagudi
2514,Yes,Yes,4,1901,Cafe,800,Cafes,Basavanagudi
1349,Yes,No,5,0,Beverage Shop,400,Delivery,Bannerghatta Road
1007,Yes,No,4,23,Quick Bites,150,Delivery,Bannerghatta Road
674,Yes,No,4,18,Quick Bites,250,Dine-out,Banashankari
2412,Yes,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
2903,Yes,No,4,144,Casual Dining,550,Delivery,Basavanagudi
447,Yes,No,4,15,Quick Bites,250,Delivery,Banashankari
3667,Yes,No,5,0,Quick Bites,300,Dine-out,Basavanagudi
3753,Yes,Yes,4,392,Bar,1500,Buffet,Bellandur
3699,No,No,3,6,Quick Bites,250,Dine-out,Basavanagudi
359,Yes,No,4,47,Other Rest Type,400,Delivery,Banashankari
2064,Yes,No,4,314,Quick Bites,800,Dine-out,Bannerghatta Road
4448,Yes,No,3,20,Quick Bites,200,Delivery,Bellandur
3805,Yes,No,4,146,Casual Dining,650,Delivery,Bellandur
1690,Yes,No,3,25,Dessert Parlor,500,Delivery,Bannerghatta Road
4325,No,No,3,9,Quick Bites,300,Delivery,Bellandur
1548,No,No,3,66,Casual Dining,800,Delivery,Bannerghatta Road
1247,Yes,No,4,67,Delivery,150,Delivery,Bannerghatta Road
1985,No,No,3,160,Casual Dining,850,Dine-out,Bannerghatta Road
294,Yes,No,4,444,Quick Bites,100,Delivery,Banashankari
1547,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
2012,Yes,No,3,7,Casual Dining,700,Dine-out,Bannerghatta Road
588,Yes,No,3,13,Cafe,400,Dine-out,Banashankari
3329,No,No,4,29,"Casual Dining, Bar",1000,Dine-out,Basavanagudi
2403,Yes,No,3,48,Casual Dining,700,Dine-out,Bannerghatta Road
2129,No,No,3,14,Quick Bites,550,Dine-out,Bannerghatta Road
4387,Yes,Yes,4,218,Casual Dining,750,Delivery,Bellandur
2410,Yes,No,4,15,Other Rest Type,700,Dine-out,Bannerghatta Road
2719,Yes,No,4,155,Casual Dining,450,Delivery,Basavanagudi
425,Yes,No,4,19,Quick Bites,100,Delivery,Banashankari
2582,Yes,No,4,750,Casual Dining,500,Delivery,Basavanagudi
1054,Yes,No,3,45,Delivery,400,Delivery,Bannerghatta Road
3961,Yes,No,4,51,Quick Bites,200,Delivery,Bellandur
4561,Yes,No,4,230,Casual Dining,950,Dine-out,Bellandur
556,Yes,No,4,287,Quick Bites,350,Dine-out,Banashankari
4357,Yes,No,5,0,Quick Bites,300,Delivery,Bellandur
3933,Yes,No,3,33,Casual Dining,800,Delivery,Bellandur
4711,Yes,No,4,137,Quick Bites,350,Dine-out,Bellandur
2469,No,No,5,2781,"Casual Dining, Bar",1200,Drinks & nightlife,Bannerghatta Road
4709,No,No,5,0,Quick Bites,400,Dine-out,Bellandur
355,Yes,No,4,41,Other Rest Type,400,Delivery,Banashankari
1193,Yes,No,4,203,Other Rest Type,650,Delivery,Bannerghatta Road
1716,No,No,5,0,Beverage Shop,200,Delivery,Bannerghatta Road
3416,No,No,4,13,Quick Bites,300,Dine-out,Basavanagudi
2604,Yes,No,4,170,Quick Bites,200,Delivery,Basavanagudi
4128,Yes,No,3,243,Quick Bites,300,Delivery,Bellandur
2828,Yes,No,4,8,Beverage Shop,200,Delivery,Basavanagudi
1704,No,No,4,115,Quick Bites,350,Delivery,Bannerghatta Road
2863,Yes,No,3,7,Quick Bites,300,Delivery,Basavanagudi
2618,Yes,No,4,134,Quick Bites,400,Delivery,Basavanagudi
2400,Yes,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
2139,No,No,5,0,Bakery,300,Dine-out,Bannerghatta Road
3239,Yes,No,4,32,Sweet Shop,250,Desserts,Basavanagudi
2383,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
3218,No,No,4,15,"Bakery, Quick Bites",400,Desserts,Basavanagudi
3739,No,No,4,868,Pub,1200,Drinks & nightlife,Basavanagudi
1285,Yes,No,4,44,Other Rest Type,250,Delivery,Bannerghatta Road
4755,No,No,5,0,Quick Bites,200,Dine-out,Bellandur
3835,Yes,No,4,152,Sweet Shop,400,Delivery,Bellandur
4467,Yes,No,3,10,Quick Bites,350,Delivery,Bellandur
2087,Yes,No,5,0,Quick Bites,400,Dine-out,Bannerghatta Road
